Tanggal,Mata Uang,Event,Aktual
2018/02/22,USD,FOMC Member Dudley Speaks,
2018/02/22,USD,US Leading Index (MoM)  (Jan),1%
2018/02/22,USD,Crude Oil Inventories,-1.616M
2018/02/22,USD,Cushing Crude Oil Inventories,-2.664M
2018/02/23,USD,FOMC Member Bostic Speaks,
2018/02/23,USD,7-Year Note Auction,2.839%
2018/02/23,USD,FOMC Member Kaplan Speaks,
2018/02/23,JPY,National Core CPI (YoY)  (Jan),0.9%
2018/02/23,JPY,National CPI (MoM),0.4%
2018/02/23,EUR,German GDP (QoQ)  (Q4),0.6%
2018/02/23,EUR,German GDP (YoY)  (Q4),2.3%
2018/02/23,GBP,MPC Member Ramsden Speaks,
2018/02/23,USD,FOMC Member Dudley Speaks,
2018/02/23,USD,FOMC Member Rosengren Speaks,
2018/02/23,USD,Fed Monetary Policy Report,
2018/02/24,USD,U.S. Baker Hughes Oil Rig Count,799
2018/02/24,USD,U.S. Baker Hughes Total Rig Count,978.0
2018/02/24,USD,FOMC Member Mester Speaks,
2018/02/24,GBP,CFTC GBP speculative net positions,7.8K
2018/02/24,USD,CFTC Crude Oil speculative net positions,689.4K
2018/02/24,USD,CFTC Gold speculative net positions,190.9K
2018/02/24,USD,CFTC S&P 500 speculative net positions,113.3K
2018/02/24,JPY,CFTC JPY speculative net positions,-108.3K
2018/02/24,USD,FOMC Member Williams Speaks,
2018/02/26,GBP,Investing.com GBP/USD Index,47.1%
2018/02/26,USD,Investing.com Gold Index,63.5%
2018/02/26,JPY,Investing.com USD/JPY Index,68.1%
2018/02/26,GBP,Gross Mortgage Approvals,40.1K
2018/02/26,USD,FOMC Member Bullard Speaks,
2018/02/26,USD,New Home Sales (MoM)  (Jan),-7.8%
2018/02/26,USD,New Home Sales  (Jan),593K
2018/02/27,GBP,BoE MPC Member Cunliffe Speaks,
2018/02/27,USD,FOMC Member Quarles Speaks,
2018/02/27,JPY,BoJ Core CPI (YoY),0.8%
2018/02/27,EUR,German Buba President Weidmann Speaks,
2018/02/27,EUR,German CPI (MoM)  (Feb),0.5%
2018/02/27,EUR,German CPI (YoY)  (Feb),1.4%
2018/02/27,USD,Cap Goods Ship Non Defense Ex Air (MoM),0.1%
2018/02/27,USD,Core Durable Goods Orders (MoM)  (Jan),-0.3%
2018/02/27,USD,Durable Goods Orders (MoM)  (Jan),-3.7%
2018/02/27,USD,Fed Chair Powell Testifies,
2018/02/27,USD,Goods Trade Balance  (Jan),-74.40B
2018/02/27,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Dec),0.2%
2018/02/27,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Dec),6.3%
2018/02/27,USD,CB Consumer Confidence  (Feb),130.8
2018/02/28,USD,API Weekly Crude Oil Stock,0.933M
2018/02/28,JPY,Industrial Production (MoM)  (Jan),-6.6%
2018/02/28,CNY,Manufacturing PMI  (Feb),50.3
2018/02/28,CNY,Non-Manufacturing PMI  (Feb),54.4
2018/02/28,EUR,GfK German Consumer Climate  (Mar),10.8
2018/02/28,EUR,German Unemployment Change  (Feb),-22K
2018/02/28,EUR,German Unemployment Rate  (Feb),5.4%
2018/02/28,EUR,German 10-Year Bund Auction,0.670%
2018/02/28,USD,Core PCE Prices,1.90%
2018/02/28,USD,GDP (QoQ)  (Q4),2.5%
2018/02/28,USD,GDP Price Index (QoQ)  (Q4),2.3%
2018/02/28,USD,Chicago PMI  (Feb),61.9
2018/02/28,USD,Pending Home Sales (MoM)  (Jan),-4.7%
2018/02/28,USD,Crude Oil Inventories,3.019M
2018/02/28,USD,Cushing Crude Oil Inventories,-1.218M
2018/03/01,USD,Fed's Balance Sheet,"4,393.40B"
2018/03/01,JPY,Capital Spending (YoY)  (Q4),4.3%
2018/03/01,JPY,10-Year JGB Auction,0.061%
2018/03/01,GBP,Nationwide HPI (MoM)  (Feb),-0.3%
2018/03/01,GBP,Nationwide HPI (YoY)  (Feb),2.2%
2018/03/01,USD,Continuing Jobless Claims,"1,931K"
2018/03/01,USD,Core PCE Price Index (MoM)  (Jan),0.3%
2018/03/01,USD,Core PCE Price Index (YoY)  (Jan),1.5%
2018/03/01,USD,Initial Jobless Claims,210K
2018/03/01,USD,Personal Spending (MoM)  (Jan),0.2%
2018/03/01,USD,Construction Spending (MoM)  (Jan),0.0%
2018/03/01,USD,Fed Chair Powell Testifies,
2018/03/01,USD,ISM Manufacturing Employment  (Feb),59.7
2018/03/01,USD,ISM Manufacturing PMI  (Feb),60.8
2018/03/01,USD,ISM Manufacturing Prices  (Feb),74.2
2018/03/01,USD,FOMC Member Dudley Speaks,
2018/03/02,JPY,Tokyo Core CPI (YoY)  (Feb),0.9%
2018/03/02,GBP,BoE Gov Carney Speaks,
2018/03/02,EUR,German Retail Sales (MoM)  (Jan),-0.7%
2018/03/02,GBP,U.K. Prime Minister May Speaks,
2018/03/02,GBP,BoE Gov Carney Speaks,
2018/03/02,USD,Michigan 1-Year Inflation Expectations  (Feb),2.7%
2018/03/02,USD,Michigan 5-Year Inflation Expectations  (Feb),2.50%
2018/03/02,USD,Michigan Consumer Expectations  (Feb),90.0
2018/03/02,USD,Michigan Consumer Sentiment  (Feb),99.7
2018/03/03,USD,U.S. Baker Hughes Oil Rig Count,800
2018/03/03,USD,U.S. Baker Hughes Total Rig Count,981.0
2018/03/03,GBP,CFTC GBP speculative net positions,12.7K
2018/03/03,USD,CFTC Crude Oil speculative net positions,704.1K
2018/03/03,USD,CFTC Gold speculative net positions,178.7K
2018/03/03,USD,CFTC S&P 500 speculative net positions,96.3K
2018/03/03,JPY,CFTC JPY speculative net positions,-96.7K
2018/03/05,GBP,Investing.com GBP/USD Index,55.8%
2018/03/05,USD,Investing.com Gold Index,61.1%
2018/03/05,JPY,Investing.com USD/JPY Index,66.4%
2018/03/05,USD,ISM Non-Manufacturing Employment  (Feb),55.0
2018/03/05,USD,ISM Non-Manufacturing PMI  (Feb),59.5
2018/03/05,USD,ISM Non-Manufacturing Prices  (Feb),61.0
2018/03/06,USD,FOMC Member Quarles Speaks,
2018/03/06,GBP,BRC Retail Sales Monitor (YoY)  (Feb),0.6%
2018/03/06,USD,FOMC Member Dudley Speaks,
2018/03/06,USD,Cap Goods Ship Non Defense Ex Air (MoM),-0.1%
2018/03/06,USD,Factory Orders (MoM)  (Jan),-1.4%
2018/03/07,GBP,BoE MPC Member Haldane Speaks,
2018/03/07,USD,API Weekly Crude Oil Stock,5.661M
2018/03/07,USD,FOMC Member Brainard Speaks,
2018/03/07,USD,FOMC Member Kaplan Speaks,
2018/03/07,GBP,Halifax House Price Index (YoY)  (Feb),1.8%
2018/03/07,GBP,Halifax House Price Index (MoM)  (Feb),0.4%
2018/03/07,USD,FOMC Member Bostic Speaks,
2018/03/07,USD,ADP Nonfarm Employment Change  (Feb),235K
2018/03/07,USD,FOMC Member Dudley Speaks,
2018/03/07,USD,Exports,200.91B
2018/03/07,USD,Imports,257.51B
2018/03/07,USD,Nonfarm Productivity (QoQ)  (Q4),0.0%
2018/03/07,USD,Trade Balance  (Jan),-56.60B
2018/03/07,USD,Unit Labor Costs (QoQ)  (Q4),2.5%
2018/03/07,USD,Crude Oil Inventories,2.408M
2018/03/07,USD,Cushing Crude Oil Inventories,-0.605M
2018/03/08,USD,Beige Book,
2018/03/08,USD,Consumer Credit  (Jan),13.91B
2018/03/08,USD,Fed's Balance Sheet,"4,396.10B"
2018/03/08,JPY,Adjusted Current Account,2.02T
2018/03/08,JPY,Current Account n.s.a.  (Jan),0.607T
2018/03/08,JPY,GDP (YoY)  (Q4),1.6%
2018/03/08,JPY,GDP (QoQ)  (Q4),0.4%
2018/03/08,JPY,GDP Price Index (YoY),0.1%
2018/03/08,CNY,Exports (YoY)  (Feb),44.5%
2018/03/08,CNY,Imports (YoY)  (Feb),6.3%
2018/03/08,CNY,Trade Balance (USD)  (Feb),33.74B
2018/03/08,EUR,German Factory Orders (MoM)  (Jan),-3.9%
2018/03/08,GBP,Spring Forecast Statement,
2018/03/08,USD,Continuing Jobless Claims,"1,870K"
2018/03/08,USD,Initial Jobless Claims,231K
2018/03/09,USD,WASDE Report,
2018/03/09,JPY,Household Spending (MoM)  (Jan),2.7%
2018/03/09,JPY,Household Spending (YoY)  (Jan),1.9%
2018/03/09,CNY,CPI (YoY)  (Feb),2.9%
2018/03/09,CNY,CPI (MoM)  (Feb),1.2%
2018/03/09,CNY,PPI (YoY)  (Feb),3.7%
2018/03/09,CNY,New Loans  (Jan),839.3B
2018/03/09,JPY,BoJ Monetary Policy Statement,
2018/03/09,JPY,BoJ Press Conference,
2018/03/09,JPY,BoJ Interest Rate Decision,-0.10%
2018/03/09,EUR,German Industrial Production (MoM)  (Jan),-0.1%
2018/03/09,EUR,German Trade Balance  (Jan),21.3B
2018/03/09,GBP,Industrial Production (MoM)  (Jan),1.3%
2018/03/09,GBP,Manufacturing Production (MoM)  (Jan),0.1%
2018/03/09,GBP,Trade Balance  (Jan),-12.32B
2018/03/09,GBP,Trade Balance Non-EU  (Jan),-3.87B
2018/03/09,GBP,NIESR GDP Estimate,0.3%
2018/03/09,USD,Average Hourly Earnings (MoM)  (Feb),0.1%
2018/03/09,USD,Nonfarm Payrolls  (Feb),313K
2018/03/09,USD,Participation Rate  (Feb),63.0%
2018/03/09,USD,Private Nonfarm Payrolls  (Feb),287K
2018/03/09,USD,U6 Unemployment Rate  (Feb),8.2%
2018/03/09,USD,Unemployment Rate  (Feb),4.1%
2018/03/10,USD,FOMC Member Rosengren Speaks,
2018/03/10,USD,U.S. Baker Hughes Oil Rig Count,796
2018/03/10,USD,U.S. Baker Hughes Total Rig Count,984.0
2018/03/10,GBP,CFTC GBP speculative net positions,5.3K
2018/03/10,USD,CFTC Crude Oil speculative net positions,686.5K
2018/03/10,USD,CFTC Gold speculative net positions,183.8K
2018/03/10,USD,CFTC S&P 500 speculative net positions,128.9K
2018/03/10,JPY,CFTC JPY speculative net positions,-86.8K
2018/03/12,JPY,BSI Large Manufacturing Conditions  (Q1),2.9
2018/03/12,GBP,Investing.com GBP/USD Index,46.5%
2018/03/12,USD,Investing.com Gold Index,65.6%
2018/03/12,JPY,Investing.com USD/JPY Index,67.8%
2018/03/12,USD,3-Year Note Auction,2.436%
2018/03/13,USD,10-Year Note Auction,2.889%
2018/03/13,USD,Federal Budget Balance  (Feb),-215.0B
2018/03/13,JPY,Tertiary Industry Activity Index (MoM),-0.6%
2018/03/13,USD,Core CPI (YoY)  (Feb),1.8%
2018/03/13,USD,Core CPI (MoM)  (Feb),0.2%
2018/03/13,USD,CPI (MoM)  (Feb),0.2%
2018/03/13,USD,CPI (YoY)  (Feb),2.2%
2018/03/14,USD,30-Year Bond Auction,3.109%
2018/03/14,USD,API Weekly Crude Oil Stock,1.156M
2018/03/14,JPY,Monetary Policy Meeting Minutes,
2018/03/14,CNY,Fixed Asset Investment (YoY)  (Feb),7.9%
2018/03/14,CNY,Industrial Production (YoY)  (Feb),7.2%
2018/03/14,EUR,German CPI (MoM)  (Feb),0.5%
2018/03/14,EUR,German CPI (YoY)  (Feb),1.4%
2018/03/14,USD,OPEC Monthly Report,
2018/03/14,USD,Core PPI (MoM)  (Feb),0.2%
2018/03/14,USD,Core Retail Sales (MoM)  (Feb),0.2%
2018/03/14,USD,PPI (MoM)  (Feb),0.2%
2018/03/14,USD,Retail Control (MoM)  (Feb),0.1%
2018/03/14,USD,Retail Sales (MoM)  (Feb),-0.1%
2018/03/14,USD,Business Inventories (MoM)  (Jan),0.6%
2018/03/14,USD,Crude Oil Inventories,5.022M
2018/03/14,USD,Cushing Crude Oil Inventories,0.338M
2018/03/15,USD,Fed's Balance Sheet,"4,407.26B"
2018/03/15,USD,IEA Monthly Report,
2018/03/15,USD,Continuing Jobless Claims,"1,879K"
2018/03/15,USD,Export Price Index (MoM)  (Feb),0.2%
2018/03/15,USD,Import Price Index (MoM)  (Feb),0.4%
2018/03/15,USD,Initial Jobless Claims,226K
2018/03/15,USD,NY Empire State Manufacturing Index  (Mar),22.50
2018/03/15,USD,Philadelphia Fed Manufacturing Index  (Mar),22.3
2018/03/15,USD,Philly Fed Employment  (Mar),25.6
2018/03/16,USD,TIC Net Long-Term Transactions  (Jan),62.1B
2018/03/16,JPY,Industrial Production (MoM)  (Jan),-6.8%
2018/03/16,USD,Building Permits  (Feb),1.298M
2018/03/16,USD,Housing Starts  (Feb),1.236M
2018/03/16,USD,Housing Starts (MoM)  (Feb),-7.0%
2018/03/16,USD,Industrial Production (YoY),4.4%
2018/03/16,USD,Industrial Production (MoM)  (Feb),1.1%
2018/03/16,USD,JOLTS Job Openings  (Jan),6.312M
2018/03/16,USD,Michigan 1-Year Inflation Expectations  (Mar),2.9%
2018/03/16,USD,Michigan 5-Year Inflation Expectations  (Mar),2.50%
2018/03/16,USD,Michigan Consumer Expectations  (Mar),88.6
2018/03/16,USD,Michigan Consumer Sentiment  (Mar),102.0
2018/03/17,USD,U.S. Baker Hughes Oil Rig Count,800
2018/03/17,USD,U.S. Baker Hughes Total Rig Count,990.0
2018/03/17,GBP,CFTC GBP speculative net positions,8.0K
2018/03/17,USD,CFTC Crude Oil speculative net positions,668.5K
2018/03/17,USD,CFTC Gold speculative net positions,167.9K
2018/03/17,USD,CFTC S&P 500 speculative net positions,122.1K
2018/03/17,JPY,CFTC JPY speculative net positions,-79.5K
2018/03/19,JPY,Adjusted Trade Balance,-0.20T
2018/03/19,JPY,Exports (YoY)  (Feb),1.8%
2018/03/19,JPY,Trade Balance  (Feb),3B
2018/03/19,GBP,Investing.com GBP/USD Index,46.6%
2018/03/19,USD,Investing.com Gold Index,62.2%
2018/03/19,JPY,Investing.com USD/JPY Index,68.5%
2018/03/19,USD,FOMC Member Bostic Speaks,
2018/03/20,EUR,German PPI (MoM)  (Feb),-0.1%
2018/03/20,GBP,CPI (MoM)  (Feb),0.4%
2018/03/20,GBP,CPI (YoY)  (Feb),2.7%
2018/03/20,GBP,CPIH (YoY),2.5%
2018/03/20,GBP,PPI Input (MoM)  (Feb),-1.1%
2018/03/20,EUR,German ZEW Current Conditions  (Mar),90.7
2018/03/20,EUR,German ZEW Economic Sentiment  (Mar),5.1
2018/03/21,USD,API Weekly Crude Oil Stock,-2.739M
2018/03/21,GBP,Average Earnings Index +Bonus  (Jan),2.8%
2018/03/21,GBP,Claimant Count Change  (Feb),9.2K
2018/03/21,GBP,Employment Change 3M/3M (MoM),168.0K
2018/03/21,GBP,Unemployment Rate  (Jan),4.3%
2018/03/21,EUR,German 10-Year Bund Auction,0.600%
2018/03/21,USD,Current Account  (Q4),-128.2B
2018/03/21,USD,Existing Home Sales  (Feb),5.54M
2018/03/21,USD,Existing Home Sales (MoM)  (Feb),3.0%
2018/03/21,USD,Crude Oil Inventories,-2.622M
2018/03/21,USD,Cushing Crude Oil Inventories,0.905M
2018/03/22,USD,FOMC Economic Projections,
2018/03/22,USD,FOMC Statement,
2018/03/22,USD,Fed Interest Rate Decision,1.75%
2018/03/22,USD,FOMC Press Conference,
2018/03/22,USD,Fed's Balance Sheet,"4,401.22B"
2018/03/22,EUR,German Business Expectations  (Mar),104.4
2018/03/22,EUR,German Current Assessment  (Mar),125.9
2018/03/22,EUR,German Ifo Business Climate Index  (Mar),103.5
2018/03/22,GBP,Core Retail Sales (MoM)  (Feb),0.6%
2018/03/22,GBP,Core Retail Sales (YoY)  (Feb),1.1%
2018/03/22,GBP,Retail Sales (MoM)  (Feb),0.8%
2018/03/22,GBP,Retail Sales (YoY)  (Feb),1.5%
2018/03/22,GBP,BoE MPC vote cut  (Mar),0
2018/03/22,GBP,BoE MPC vote hike  (Mar),2
2018/03/22,GBP,BoE MPC vote unchanged  (Mar),7
2018/03/22,GBP,BoE QE Total  (Mar),435B
2018/03/22,GBP,BoE Interest Rate Decision  (Mar),0.50%
2018/03/22,USD,Continuing Jobless Claims,"1,828K"
2018/03/22,USD,Initial Jobless Claims,229K
2018/03/22,USD,US Leading Index (MoM)  (Feb),0.6%
2018/03/23,GBP,MPC Member Ramsden Speaks,
2018/03/23,USD,10-Year TIPS Auction,0.764%
2018/03/23,JPY,National Core CPI (YoY)  (Feb),1.0%
2018/03/23,JPY,National CPI (MoM),0.1%
2018/03/23,USD,FOMC Member Bostic Speaks,
2018/03/23,GBP,MPC Member Vlieghe Speaks,
2018/03/23,USD,Cap Goods Ship Non Defense Ex Air (MoM),1.4%
2018/03/23,USD,Core Durable Goods Orders (MoM)  (Feb),1.2%
2018/03/23,USD,Durable Goods Orders (MoM)  (Feb),3.1%
2018/03/23,USD,New Home Sales  (Feb),618K
2018/03/23,USD,New Home Sales (MoM)  (Feb),-0.6%
2018/03/23,USD,FOMC Member Kashkari Speaks,
2018/03/24,USD,U.S. Baker Hughes Oil Rig Count,804
2018/03/24,USD,U.S. Baker Hughes Total Rig Count,995.0
2018/03/24,GBP,CFTC GBP speculative net positions,23.8K
2018/03/24,USD,CFTC Crude Oil speculative net positions,703.7K
2018/03/24,USD,CFTC Gold speculative net positions,148.7K
2018/03/24,USD,CFTC S&P 500 speculative net positions,83.3K
2018/03/24,JPY,CFTC JPY speculative net positions,-22.0K
2018/03/24,USD,FOMC Member Rosengren Speaks,
2018/03/26,GBP,Investing.com GBP/USD Index,43.9%
2018/03/26,USD,Investing.com Gold Index,59.5%
2018/03/26,JPY,Investing.com USD/JPY Index,68.9%
2018/03/26,GBP,Gross Mortgage Approvals,38.1K
2018/03/26,EUR,German Buba President Weidmann Speaks,
2018/03/26,USD,FOMC Member Dudley Speaks,
2018/03/27,USD,2-Year Note Auction,2.310%
2018/03/27,USD,FOMC Member Mester Speaks,
2018/03/27,USD,FOMC Member Quarles Speaks,
2018/03/27,JPY,BoJ Core CPI (YoY),0.8%
2018/03/27,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Jan),0.3%
2018/03/27,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Jan),6.4%
2018/03/27,USD,CB Consumer Confidence  (Mar),127.7
2018/03/27,USD,FOMC Member Bostic Speaks,
2018/03/28,USD,5-Year Note Auction,2.612%
2018/03/28,USD,API Weekly Crude Oil Stock,5.321M
2018/03/28,EUR,GfK German Consumer Climate  (Apr),10.9
2018/03/28,USD,Core PCE Prices  (Q4),1.90%
2018/03/28,USD,GDP (QoQ)  (Q4),2.9%
2018/03/28,USD,GDP Price Index (QoQ)  (Q4),2.3%
2018/03/28,USD,Goods Trade Balance  (Feb),-75.35B
2018/03/28,USD,Pending Home Sales (MoM)  (Feb),3.1%
2018/03/28,USD,Crude Oil Inventories,1.643M
2018/03/28,USD,Cushing Crude Oil Inventories,1.804M
2018/03/28,USD,FOMC Member Bostic Speaks,
2018/03/29,USD,7-Year Note Auction,2.720%
2018/03/29,USD,Fed's Balance Sheet,"4,392.20B"
2018/03/29,GBP,Nationwide HPI (YoY)  (Mar),2.1%
2018/03/29,GBP,Nationwide HPI (MoM)  (Mar),-0.2%
2018/03/29,EUR,German Unemployment Change  (Mar),-19K
2018/03/29,EUR,German Unemployment Rate  (Mar),5.3%
2018/03/29,GBP,Business Investment (QoQ)  (Q4),0.3%
2018/03/29,GBP,Current Account  (Q4),-18.4B
2018/03/29,GBP,GDP (YoY)  (Q4),1.4%
2018/03/29,GBP,GDP (QoQ)  (Q4),0.4%
2018/03/29,EUR,German CPI (MoM)  (Mar),0.4%
2018/03/29,EUR,German CPI (YoY)  (Mar),1.6%
2018/03/29,USD,Continuing Jobless Claims,"1,871K"
2018/03/29,USD,Core PCE Price Index (MoM)  (Feb),0.2%
2018/03/29,USD,Core PCE Price Index (YoY)  (Feb),1.6%
2018/03/29,USD,Initial Jobless Claims,215K
2018/03/29,USD,PCE Deflator (MoM),0.2%
2018/03/29,USD,PCE Deflator (YoY),1.8%
2018/03/29,USD,Personal Spending (MoM)  (Feb),0.2%
2018/03/29,USD,Chicago PMI  (Mar),57.4
2018/03/29,USD,Michigan 1-Year Inflation Expectations  (Mar),2.8%
2018/03/29,USD,Michigan 5-Year Inflation Expectations  (Mar),2.50%
2018/03/29,USD,Michigan Consumer Expectations  (Mar),88.8
2018/03/29,USD,Michigan Consumer Sentiment  (Mar),101.4
2018/03/30,USD,U.S. Baker Hughes Oil Rig Count,798
2018/03/30,USD,FOMC Member Harker Speaks,
2018/03/30,USD,U.S. Baker Hughes Total Rig Count,993.0
2018/03/30,JPY,Tokyo Core CPI (YoY)  (Mar),0.8%
2018/03/30,JPY,Industrial Production (MoM)  (Feb),4.1%
2018/03/31,GBP,CFTC GBP speculative net positions,34.2K
2018/03/31,USD,CFTC Crude Oil speculative net positions,715.8K
2018/03/31,USD,CFTC Gold speculative net positions,203.4K
2018/03/31,USD,CFTC S&P 500 speculative net positions,226.8K
2018/03/31,JPY,CFTC JPY speculative net positions,-3.7K
2018/03/31,CNY,Manufacturing PMI  (Mar),51.5
2018/03/31,CNY,Non-Manufacturing PMI  (Mar),54.6
2018/04/02,JPY,Tankan All Big Industry CAPEX  (Q1),2.3%
2018/04/02,JPY,Tankan Big Manufacturing Outlook Index  (Q1),20
2018/04/02,JPY,Tankan Large Manufacturers Index  (Q1),24
2018/04/02,JPY,Tankan Large Non-Manufacturers Index  (Q1),23
2018/04/02,GBP,Investing.com GBP/USD Index,59.5%
2018/04/02,USD,Investing.com Gold Index,73.1%
2018/04/02,JPY,Investing.com USD/JPY Index,52.1%
2018/04/02,USD,Construction Spending (MoM)  (Feb),0.1%
2018/04/02,USD,ISM Manufacturing Employment  (Mar),57.3
2018/04/02,USD,ISM Manufacturing PMI  (Mar),59.3
2018/04/02,USD,ISM Manufacturing Prices  (Mar),78.1
2018/04/03,USD,FOMC Member Kashkari Speaks,
2018/04/03,JPY,10-Year JGB Auction,0.030%
2018/04/03,EUR,German Retail Sales (MoM)  (Feb),-0.7%
2018/04/03,USD,FOMC Member Kashkari Speaks,
2018/04/04,USD,API Weekly Crude Oil Stock,-3.280M
2018/04/04,USD,FOMC Member Brainard Speaks,
2018/04/04,USD,ADP Nonfarm Employment Change  (Mar),241K
2018/04/04,USD,FOMC Member Bullard Speaks,
2018/04/04,USD,Cap Goods Ship Non Defense Ex Air (MoM),1.4%
2018/04/04,USD,Durable Goods Orders (MoM),3.0%
2018/04/04,USD,Factory Orders (MoM)  (Feb),1.2%
2018/04/04,USD,ISM Non-Manufacturing Employment  (Mar),56.6
2018/04/04,USD,ISM Non-Manufacturing PMI  (Mar),58.8
2018/04/04,USD,ISM Non-Manufacturing Prices  (Mar),61.5
2018/04/04,USD,Crude Oil Inventories,-4.617M
2018/04/04,USD,Cushing Crude Oil Inventories,3.666M
2018/04/04,USD,FOMC Member Mester Speaks,
2018/04/05,USD,Fed's Balance Sheet,"4,386.10B"
2018/04/05,EUR,German Factory Orders (MoM)  (Feb),0.3%
2018/04/05,USD,Continuing Jobless Claims,"1,808K"
2018/04/05,USD,Exports,204.45B
2018/04/05,USD,Imports,262.04B
2018/04/05,USD,Initial Jobless Claims,242K
2018/04/05,USD,Trade Balance  (Feb),-57.60B
2018/04/06,USD,FOMC Member Bostic Speaks,
2018/04/06,JPY,Household Spending (YoY)  (Feb),-0.9%
2018/04/06,JPY,Household Spending (MoM)  (Feb),-1.5%
2018/04/06,EUR,German Industrial Production (MoM)  (Feb),-1.6%
2018/04/06,USD,Average Hourly Earnings (MoM)  (Mar),0.3%
2018/04/06,USD,Nonfarm Payrolls  (Mar),103K
2018/04/06,USD,Participation Rate  (Mar),62.9%
2018/04/06,USD,Private Nonfarm Payrolls  (Mar),102K
2018/04/06,USD,U6 Unemployment Rate  (Mar),8.0%
2018/04/06,USD,Unemployment Rate  (Mar),4.1%
2018/04/06,GBP,BoE Gov Carney Speaks,
2018/04/07,USD,U.S. Baker Hughes Oil Rig Count,808
2018/04/07,USD,U.S. Baker Hughes Total Rig Count,"1,003.0"
2018/04/07,USD,Fed Chair Powell Speaks,
2018/04/07,USD,Consumer Credit  (Feb),10.60B
2018/04/07,GBP,CFTC GBP speculative net positions,40.3K
2018/04/07,USD,CFTC Crude Oil speculative net positions,699.5K
2018/04/07,USD,CFTC Gold speculative net positions,166.6K
2018/04/07,USD,CFTC S&P 500 speculative net positions,212.6K
2018/04/07,JPY,CFTC JPY speculative net positions,3.6K
2018/04/09,JPY,Adjusted Current Account,1.02T
2018/04/09,JPY,Current Account n.s.a.  (Feb),2.076T
2018/04/09,GBP,Investing.com GBP/USD Index,55.5%
2018/04/09,USD,Investing.com Gold Index,60.0%
2018/04/09,JPY,Investing.com USD/JPY Index,53.0%
2018/04/09,EUR,German Trade Balance  (Feb),19.2B
2018/04/09,GBP,Halifax House Price Index (MoM)  (Mar),1.5%
2018/04/09,GBP,Halifax House Price Index (YoY)  (Mar),2.7%
2018/04/10,GBP,BRC Retail Sales Monitor (YoY)  (Mar),1.4%
2018/04/10,USD,FOMC Member Kaplan Speaks,
2018/04/10,GBP,BoE MPC Member Haldane Speaks,
2018/04/10,USD,Core PPI (MoM)  (Mar),0.3%
2018/04/10,USD,PPI (MoM)  (Mar),0.3%
2018/04/10,USD,WASDE Report,
2018/04/11,USD,3-Year Note Auction,2.450%
2018/04/11,USD,API Weekly Crude Oil Stock,1.758M
2018/04/11,CNY,CPI (YoY)  (Mar),2.1%
2018/04/11,CNY,CPI (MoM)  (Mar),-1.1%
2018/04/11,CNY,PPI (YoY)  (Mar),3.1%
2018/04/11,GBP,Industrial Production (MoM)  (Feb),0.1%
2018/04/11,GBP,Manufacturing Production (MoM)  (Feb),-0.2%
2018/04/11,GBP,Trade Balance  (Feb),-10.20B
2018/04/11,GBP,Trade Balance Non-EU  (Feb),-2.24B
2018/04/11,GBP,NIESR GDP Estimate,0.2%
2018/04/11,USD,Core CPI (YoY)  (Mar),2.1%
2018/04/11,USD,Core CPI (MoM)  (Mar),0.2%
2018/04/11,USD,CPI (MoM)  (Mar),-0.1%
2018/04/11,USD,CPI (YoY)  (Mar),2.4%
2018/04/11,USD,Crude Oil Inventories,3.306M
2018/04/11,USD,Cushing Crude Oil Inventories,1.129M
2018/04/12,USD,10-Year Note Auction,2.795%
2018/04/12,USD,Federal Budget Balance  (Mar),-209.0B
2018/04/12,USD,FOMC Meeting Minutes,
2018/04/12,USD,Fed's Balance Sheet,"4,383.68B"
2018/04/12,JPY,BoJ Governor Kuroda Speaks,
2018/04/12,GBP,BoE MPC Member Broadbent Speaks,
2018/04/12,GBP,BOE Credit Conditions Survey,
2018/04/12,USD,OPEC Monthly Report,
2018/04/12,USD,Continuing Jobless Claims,"1,871K"
2018/04/12,USD,Export Price Index (MoM)  (Mar),0.3%
2018/04/12,USD,Import Price Index (MoM)  (Mar),0.0%
2018/04/12,USD,Initial Jobless Claims,233K
2018/04/12,EUR,German Buba President Weidmann Speaks,
2018/04/13,USD,30-Year Bond Auction,3.044%
2018/04/13,GBP,BoE Gov Carney Speaks,
2018/04/13,USD,FOMC Member Kashkari Speaks,
2018/04/13,CNY,Exports (YoY)  (Mar),-2.7%
2018/04/13,CNY,Imports (YoY)  (Mar),14.4%
2018/04/13,CNY,Trade Balance (USD)  (Mar),-4.98B
2018/04/13,EUR,German CPI (YoY)  (Mar),1.6%
2018/04/13,EUR,German CPI (MoM)  (Mar),0.4%
2018/04/13,USD,IEA Monthly Report,
2018/04/13,CNY,New Loans  (Mar),"1,120.0B"
2018/04/13,USD,FOMC Member Rosengren Speaks,
2018/04/13,USD,FOMC Member Bullard Speaks,
2018/04/13,USD,JOLTS Job Openings  (Feb),6.052M
2018/04/13,USD,Michigan 1-Year Inflation Expectations  (Apr),2.7%
2018/04/13,USD,Michigan 5-Year Inflation Expectations  (Apr),2.40%
2018/04/13,USD,Michigan Consumer Expectations  (Apr),86.8
2018/04/13,USD,Michigan Consumer Sentiment  (Apr),97.8
